symbol,date,price
FND78.NZ,2024-02-16,1.6986
FND78.NZ,2024-02-19,1.6994
FND78.NZ,2024-02-20,1.6996
FND78.NZ,2024-02-21,1.6999
FND78.NZ,2024-02-22,1.7001
FND78.NZ,2024-02-23,1.7003
FND78.NZ,2024-02-26,1.7011
FND78.NZ,2024-02-27,1.7015
FND78.NZ,2024-02-28,1.702
FND78.NZ,2024-02-29,1.7024
FND78.NZ,2024-03-01,1.7023
FND78.NZ,2024-03-04,1.7031
FND78.NZ,2024-03-05,1.7034
FND78.NZ,2024-03-06,1.7036
FND78.NZ,2024-03-07,1.704
FND78.NZ,2024-03-08,1.7042
FND78.NZ,2024-03-11,1.705
FND78.NZ,2024-03-12,1.7053
FND78.NZ,2024-03-13,1.7055
FND78.NZ,2024-03-14,1.7058
FND78.NZ,2024-03-15,1.706
FND78.NZ,2024-03-18,1.7067
FND78.NZ,2024-03-19,1.7071
FND78.NZ,2024-03-20,1.7073
FND78.NZ,2024-03-21,1.7076
FND78.NZ,2024-03-22,1.6748
FND78.NZ,2024-03-25,1.6755
FND78.NZ,2024-03-26,1.6758
FND78.NZ,2024-03-27,1.6761
FND78.NZ,2024-03-28,1.6763
FND78.NZ,2024-04-02,1.6776
FND78.NZ,2024-04-03,1.6778
FND78.NZ,2024-04-04,1.6781
FND78.NZ,2024-04-05,1.6784
FND78.NZ,2024-04-08,1.6792
FND78.NZ,2024-04-09,1.6794
FND78.NZ,2024-04-10,1.6792
FND78.NZ,2024-04-11,1.6796
FND78.NZ,2024-04-12,1.6799
FND78.NZ,2024-04-15,1.6806
FND78.NZ,2024-04-16,1.6809
FND78.NZ,2024-04-17,1.6812
FND78.NZ,2024-04-18,1.6814
FND78.NZ,2024-04-19,1.6817
FND78.NZ,2024-04-22,1.6825
FND78.NZ,2024-04-23,1.6828
FND78.NZ,2024-04-24,1.6836
FND78.NZ,2024-04-26,1.6841
FND78.NZ,2024-04-29,1.6848
FND78.NZ,2024-04-30,1.6851
FND78.NZ,2024-05-01,1.6853
FND78.NZ,2024-05-02,1.6856
FND78.NZ,2024-05-03,1.6859
FND78.NZ,2024-05-06,1.6866
FND78.NZ,2024-05-07,1.6869
FND78.NZ,2024-05-08,1.6872
FND78.NZ,2024-05-09,1.6874
FND78.NZ,2024-05-10,1.6877
FND78.NZ,2024-05-13,1.6885
FND78.NZ,2024-05-14,1.6888
FND78.NZ,2024-05-15,1.689
FND78.NZ,2024-05-16,1.6893
FND78.NZ,2024-05-17,1.6896
FND78.NZ,2024-05-20,1.6903
FND78.NZ,2024-05-21,1.6905
FND78.NZ,2024-05-22,1.6908
FND78.NZ,2024-05-23,1.6911
FND78.NZ,2024-05-24,1.6913
FND78.NZ,2024-05-27,1.6921
FND78.NZ,2024-05-28,1.6923
FND78.NZ,2024-05-29,1.6927
FND78.NZ,2024-05-30,1.6929
FND78.NZ,2024-05-31,1.6931
FND78.NZ,2024-06-04,1.6942
FND78.NZ,2024-06-05,1.6944
FND78.NZ,2024-06-06,1.6947
FND78.NZ,2024-06-07,1.695
FND78.NZ,2024-06-10,1.6958
FND78.NZ,2024-06-11,1.696
FND78.NZ,2024-06-12,1.6963
FND78.NZ,2024-06-13,1.6965
FND78.NZ,2024-06-14,1.6968
FND78.NZ,2024-06-17,1.6975
FND78.NZ,2024-06-18,1.6978
FND78.NZ,2024-06-19,1.698
FND78.NZ,2024-06-20,1.6983
FND78.NZ,2024-06-21,1.6985
FND78.NZ,2024-06-24,1.6993
