symbol,date,price
FND40819.NZ,2024-01-12,1.186
FND40819.NZ,2024-01-16,1.1937
FND40819.NZ,2024-01-17,1.1959
FND40819.NZ,2024-01-18,1.2044
FND40819.NZ,2024-01-19,1.2159
FND40819.NZ,2024-01-22,1.2177
FND40819.NZ,2024-01-23,1.226
FND40819.NZ,2024-01-24,1.2179
FND40819.NZ,2024-01-25,1.2261
FND40819.NZ,2024-01-26,1.229
FND40819.NZ,2024-01-29,1.2367
FND40819.NZ,2024-01-30,1.2329
FND40819.NZ,2024-01-31,1.2097
FND40819.NZ,2024-02-01,1.2318
FND40819.NZ,2024-02-05,1.2451
FND40819.NZ,2024-02-07,1.2447
FND40819.NZ,2024-02-08,1.2499
FND40819.NZ,2024-02-09,1.2455
FND40819.NZ,2024-02-13,1.2442
FND40819.NZ,2024-02-14,1.2535
FND40819.NZ,2024-02-15,1.258
FND40819.NZ,2024-02-16,1.2546
FND40819.NZ,2024-02-20,1.2376
FND40819.NZ,2024-02-21,1.2404
FND40819.NZ,2024-02-22,1.2573
FND40819.NZ,2024-02-23,1.2571
FND40819.NZ,2024-02-26,1.2577
FND40819.NZ,2024-02-27,1.2607
FND40819.NZ,2024-02-28,1.2728
FND40819.NZ,2024-02-29,1.2774
FND40819.NZ,2024-03-01,1.2852
FND40819.NZ,2024-03-04,1.2854
FND40819.NZ,2024-03-05,1.2747
FND40819.NZ,2024-03-06,1.2798
FND40819.NZ,2024-03-07,1.2845
FND40819.NZ,2024-03-08,1.2732
FND40819.NZ,2024-03-11,1.2753
FND40819.NZ,2024-03-12,1.2916
FND40819.NZ,2024-03-13,1.288
FND40819.NZ,2024-03-14,1.2874
FND40819.NZ,2024-03-15,1.2906
FND40819.NZ,2024-03-18,1.2963
FND40819.NZ,2024-03-19,1.3087
FND40819.NZ,2024-03-20,1.3248
FND40819.NZ,2024-03-21,1.3265
FND40819.NZ,2024-03-22,1.3321
FND40819.NZ,2024-03-25,1.3283
FND40819.NZ,2024-03-26,1.325
FND40819.NZ,2024-03-27,1.337
FND40819.NZ,2024-03-28,1.3416
FND40819.NZ,2024-04-02,1.3347
FND40819.NZ,2024-04-03,1.3324
FND40819.NZ,2024-04-04,1.3073
FND40819.NZ,2024-04-05,1.3248
FND40819.NZ,2024-04-08,1.3228
FND40819.NZ,2024-04-09,1.3195
FND40819.NZ,2024-04-10,1.3188
FND40819.NZ,2024-04-12,1.3152
FND40819.NZ,2024-04-15,1.3083
FND40819.NZ,2024-04-16,1.309
FND40819.NZ,2024-04-17,1.2999
FND40819.NZ,2024-04-18,1.2952
FND40819.NZ,2024-04-19,1.2925
FND40819.NZ,2024-04-22,1.3027
FND40819.NZ,2024-04-23,1.3113
FND40819.NZ,2024-04-24,1.3123
FND40819.NZ,2024-04-26,1.3177
FND40819.NZ,2024-04-29,1.3162
FND40819.NZ,2024-04-30,1.308
FND40819.NZ,2024-05-01,1.3088
FND40819.NZ,2024-05-02,1.3189
FND40819.NZ,2024-05-03,1.3141
FND40819.NZ,2024-05-06,1.3263
FND40819.NZ,2024-05-07,1.3252
FND40819.NZ,2024-05-08,1.3289
