symbol,date,price
FND37632.NZ,2020-07-15,4.0
FND37632.NZ,2020-07-22,3.98
FND37632.NZ,2020-07-29,3.91
FND37632.NZ,2020-07-31,3.95
FND37632.NZ,2020-08-05,4.02
FND37632.NZ,2020-08-12,4.13
FND37632.NZ,2020-08-19,4.15
FND37632.NZ,2020-08-26,4.23
FND37632.NZ,2020-08-31,4.18
FND37632.NZ,2020-09-02,4.23
FND37632.NZ,2020-09-09,4.08
FND37632.NZ,2020-09-16,4.0
FND37632.NZ,2020-09-23,3.94
FND37632.NZ,2020-09-30,4.02
FND37632.NZ,2020-10-07,4.07
FND37632.NZ,2020-10-14,4.13
FND37632.NZ,2020-10-21,4.05
FND37632.NZ,2020-10-28,3.88
FND37632.NZ,2020-10-31,3.88
FND37632.NZ,2020-11-04,4.05
FND37632.NZ,2020-11-11,4.09
FND37632.NZ,2020-11-18,4.07
FND37632.NZ,2020-11-25,4.08
FND37632.NZ,2020-11-30,4.05
FND37632.NZ,2020-12-02,4.11
FND37632.NZ,2020-12-09,4.14
FND37632.NZ,2020-12-16,4.14
FND37632.NZ,2020-12-23,4.12
FND37632.NZ,2020-12-30,4.13
FND37632.NZ,2020-12-31,4.14
FND37632.NZ,2021-01-06,4.08
FND37632.NZ,2021-01-13,4.2
FND37632.NZ,2021-01-20,4.26
FND37632.NZ,2021-01-27,4.22
FND37632.NZ,2021-01-31,4.13
FND37632.NZ,2021-02-03,4.26
FND37632.NZ,2021-02-10,4.31
FND37632.NZ,2021-02-17,4.36
FND37632.NZ,2021-02-24,4.18
FND37632.NZ,2021-02-28,4.15
FND37632.NZ,2021-03-03,4.18
FND37632.NZ,2021-03-08,4.24
FND37632.NZ,2021-03-10,4.29
FND37632.NZ,2021-03-15,4.33
FND37632.NZ,2021-03-17,4.37
FND37632.NZ,2021-03-22,4.33
FND37632.NZ,2021-03-24,4.4
FND37632.NZ,2021-03-29,4.45
FND37632.NZ,2021-03-31,4.44
FND37632.NZ,2021-04-07,4.54
FND37632.NZ,2021-04-12,4.58
FND37632.NZ,2021-04-14,4.51
FND37632.NZ,2021-04-19,4.55
FND37632.NZ,2021-04-21,4.51
FND37632.NZ,2021-04-28,4.51
FND37632.NZ,2021-04-30,4.52
FND37632.NZ,2021-05-03,4.52
FND37632.NZ,2021-05-05,4.48
FND37632.NZ,2021-05-10,4.48
FND37632.NZ,2021-05-12,4.43
FND37632.NZ,2021-05-17,4.52
FND37632.NZ,2021-05-19,4.49
FND37632.NZ,2021-05-24,4.55
FND37632.NZ,2021-05-26,4.51
FND37632.NZ,2021-05-31,4.49
FND37632.NZ,2021-06-02,4.54
FND37632.NZ,2021-06-09,4.62
FND37632.NZ,2021-06-14,4.68
FND37632.NZ,2021-06-16,4.68
FND37632.NZ,2021-06-21,4.74
FND37632.NZ,2021-06-23,4.71
FND37632.NZ,2021-06-28,4.75
FND37632.NZ,2021-06-30,4.79
FND37632.NZ,2021-07-05,4.83
FND37632.NZ,2021-07-07,4.85
FND37632.NZ,2021-07-12,4.88
FND37632.NZ,2021-07-14,4.87
FND37632.NZ,2021-07-19,4.79
FND37632.NZ,2021-07-21,4.87
FND37632.NZ,2021-07-26,4.92
FND37632.NZ,2021-07-28,4.95
FND37632.NZ,2021-07-31,4.88
FND37632.NZ,2021-08-02,4.89
FND37632.NZ,2021-08-04,4.87
FND37632.NZ,2021-08-09,4.92
FND37632.NZ,2021-08-11,4.9
FND37632.NZ,2021-08-16,4.96
FND37632.NZ,2021-08-18,4.98
FND37632.NZ,2021-08-23,5.05
FND37632.NZ,2021-08-25,4.99
FND37632.NZ,2021-08-30,5.01
FND37632.NZ,2021-08-31,4.98
FND37632.NZ,2021-09-01,4.96
